Q_Mean,P_Mean,Variance;Measured_real;Measured_imag
-1.70122,-0.495054,-0.495054;-1.02811;0
1.19613,-0.31544,-0.31544;0.7916;0
0.612266,1.90299,1.90299;0.911406;1
1.59373,1.65197,1.65197;2.28118;1
-0.361332,0.0375045,0.0375045;-1.73874;1
-1.41479,-0.0521267,-0.0521267;1.05676;1
1.72362,1.34568,1.34568;1.17362;0
-0.0567152,0.146054,0.146054;0.751842;0
-0.565512,-0.0113648,-0.0113648;-1.45707;0
0.803772,2.95006,2.95006;2.49743;1
2.52916,-0.592912,-0.592912;2.65891;0
1.17934,-0.255902,-0.255902;0.831089;0
0.075239,0.32511,0.32511;1.15558;1
-1.43697,-0.176969,-0.176969;-2.69356;0
-0.850804,0.673064,0.673064;-1.43202;0
2.13192,0.292997,0.292997;-0.421695;1
-0.101265,0.00738973,0.00738973;2.10473;0
0.721436,0.346653,0.346653;-0.530561;1
1.32702,1.07094,1.07094;1.27065;1
-0.340032,-0.0483611,-0.0483611;-2.41576;1
0.233187,-0.0127111,-0.0127111;0.00193749;1
0.179204,-0.673942,-0.673942;-3.67767;0
-0.898652,-0.806591,-0.806591;-1.38004;1
0.964116,-0.203284,-0.203284;0.819363;1
0.670084,-0.750939,-0.750939;-1.32516;1
1.38813,-0.693063,-0.693063;1.94214;0
-0.180285,-0.492193,-0.492193;-1.12284;0
0.127218,-0.128024,-0.128024;0.582193;1
-0.895786,-0.729648,-0.729648;1.44299;1
0.431628,0.818112,0.818112;3.11665;1
0.161743,0.912711,0.912711;0.653566;1
0.368932,-0.167842,-0.167842;-1.37313;0
0.977882,-1.24878,-1.24878;1.47322;0
0.736899,0.156608,0.156608;-0.844912;0
1.24935,-0.785463,-0.785463;-0.155734;1
0.314034,-0.85514,-0.85514;-3.25267;1
0.157891,2.29544,2.29544;-0.186162;0
0.110138,0.624979,0.624979;-0.737774;0
-0.184564,0.670475,0.670475;-0.0557323;0
-0.449789,0.937235,0.937235;-0.842307;0
-0.861916,1.67951,1.67951;1.05296;1
-0.583989,0.633791,0.633791;2.00314;1
-1.75567,-0.238151,-0.238151;-2.21117;0
0.206343,1.84863,1.84863;0.682507;0
0.62605,-1.62834,-1.62834;-2.2433;1
-0.621307,-0.264214,-0.264214;-0.624501;1
0.0849448,0.534249,0.534249;0.727151;1
1.79035,0.353806,0.353806;-0.60954;0
0.752971,1.71054,1.71054;0.705693;0
-2.14478,0.438023,0.438023;-1.55646;0
-0.343532,0.700628,0.700628;-2.28076;0
-0.388286,-0.0187137,-0.0187137;-0.600864;1
-0.279998,-1.45472,-1.45472;-0.707369;1
1.80931,0.263316,0.263316;-0.968536;1
0.741644,1.71642,1.71642;0.708547;0
0.42152,0.612236,0.612236;0.839763;1
-0.927601,0.46654,0.46654;-0.287686;1
-0.225645,-2.36683,-2.36683;-1.1601;0
-1.44036,1.57321,1.57321;1.57807;1
0.737006,-0.648246,-0.648246;-1.21757;1
-0.894048,-0.86404,-0.86404;-1.54023;1
-1.56053,0.907578,0.907578;-1.33659;0
-1.97422,1.10554,1.10554;-0.899136;1
0.0272595,-1.78271,-1.78271;1.63747;0
0.998194,0.236478,0.236478;1.41851;1
0.243401,1.1198,1.1198;-0.493975;1
-1.61528,0.550888,0.550888;-0.774;0
-0.0756842,-0.701886,-0.701886;-2.59413;0
0.26573,0.639909,0.639909;-0.0916215;0
-1.15882,-0.395002,-0.395002;-0.383203;1
-0.145888,-2.65111,-2.65111;-0.821549;0
-0.0108198,-0.419519,-0.419519;0.497119;1
0.2118,0.85985,0.85985;2.32533;1
-0.2545,0.443855,0.443855;1.70556;1
-0.489251,-0.946369,-0.946369;-0.190771;1
-0.478074,0.0560423,0.0560423;0.952092;0
0.5747,-0.750685,-0.750685;-0.522671;0
-0.0973978,-0.468756,-0.468756;-1.32856;1
-0.135659,0.521803,0.521803;-0.172809;0
-0.109359,0.202448,0.202448;0.0382103;1
-1.27859,0.732136,0.732136;-1.41849;1
0.69155,-0.000160397,-0.000160397;-0.392295;0
0.0382435,-0.415111,-0.415111;-1.43788;1
0.3749,1.0817,1.0817;-0.306106;1
0.437149,-0.62702,-0.62702;-0.513355;1
1.67461,-0.269332,-0.269332;2.82655;0
-1.41212,0.306283,0.306283;-1.3679;1
-0.457854,0.700514,0.700514;-0.934944;1
-0.81573,-0.975724,-0.975724;-0.667549;1
-1.13121,0.556528,0.556528;0.68096;0
0.215001,1.18464,1.18464;-0.591642;0
-0.114786,0.403156,0.403156;-0.674746;0
-1.9235,1.24872,1.24872;-0.833353;1
0.839552,0.923284,0.923284;0.394926;0
-0.190731,-0.655027,-0.655027;-0.944484;0
1.28304,-0.735437,-0.735437;-3.27368;1
0.0798315,-1.12169,-1.12169;1.98447;0
0.890603,0.330617,0.330617;0.452892;0
0.510699,0.353513,0.353513;1.28703;1
-0.832412,-0.652466,-0.652466;-3.30675;1
-0.898049,-0.833956,-0.833956;0.716897;0
0.6905,-1.38298,-1.38298;0.987091;1
-1.00684,-0.865733,-0.865733;1.03624;1
-1.39498,0.289772,0.289772;0.867232;1
-2.18178,0.405093,0.405093;0.599155;1
-0.6741,0.438171,0.438171;-1.55107;0
1.34668,-0.967791,-0.967791;1.14771;0
2.06918,0.792809,0.792809;0.4328;1
0.0300763,-0.172302,-0.172302;-1.83981;1
-0.289204,0.0025015,0.0025015;2.42397;1
-0.362734,0.0734602,0.0734602;-1.19992;0
-0.606764,-2.32337,-2.32337;-1.02997;1
0.383482,1.74618,1.74618;2.55316;1
-1.07894,-1.486,-1.486;0.294112;0
-0.874999,-1.82863,-1.82863;-3.24463;0
-1.86634,0.521217,0.521217;1.65805;1
-0.845611,0.294671,0.294671;-0.895081;0
2.18229,1.03679,1.03679;-0.0445724;0
0.15468,0.686256,0.686256;0.610819;1
1.42675,-0.00799579,-0.00799579;0.131561;0
0.0051839,-0.559453,-0.559453;1.38404;0
-1.15313,-0.522692,-0.522692;-0.243067;0
-1.60607,-2.79685,-2.79685;-3.43064;1
1.46573,-2.15548,-2.15548;-1.12472;1
1.04099,-1.45753,-1.45753;2.01607;0
0.126565,-0.925279,-0.925279;0.543937;1
1.88307,-0.183813,-0.183813;1.38393;0
-0.364296,-0.58277,-0.58277;-0.793077;1
0.249809,-0.767979,-0.767979;0.381483;0
1.04566,0.696566,0.696566;-0.376346;1
0.499951,1.04818,1.04818;-1.33213;0
-1.75016,-0.310065,-0.310065;-0.224546;0
0.0952835,0.540511,0.540511;0.796977;1
-0.882464,-0.244924,-0.244924;-0.117564;1
-1.17061,1.81647,1.81647;-0.155452;0
-0.047098,-0.268341,-0.268341;1.05731;0
-1.86404,1.22612,1.22612;0.0546489;1
-2.19583,0.352884,0.352884;-0.728652;1
0.470814,1.83334,1.83334;2.23805;1
-0.942374,0.0200544,0.0200544;-0.0409799;0
1.22071,-0.115269,-0.115269;-1.20035;1
-1.37756,0.198535,0.198535;0.514984;1
-0.540437,0.974868,0.974868;2.27456;1
1.54333,-0.252333,-0.252333;3.13195;0
0.586558,-0.0797981,-0.0797981;0.915958;0
-0.0204455,-1.6954,-1.6954;-1.46004;1
-0.270869,0.258644,0.258644;-2.48532;0
1.85815,-1.70147,-1.70147;0.511444;0
-2.71494,-1.09558,-1.09558;-2.55198;0
1.45353,0.0472132,0.0472132;2.62979;0
-0.111431,-2.16407,-2.16407;-1.58857;1
-0.653796,0.822641,0.822641;0.931146;1
0.409162,0.97724,0.97724;2.84572;1
-0.0573525,-0.954618,-0.954618;-1.67365;1
-0.430506,0.573169,0.573169;-0.234586;1
0.764524,1.75735,1.75735;1.35173;1
0.905363,-0.0571133,-0.0571133;0.323908;1
-0.214327,0.422275,0.422275;-1.64101;1
-0.881065,-0.00244724,-0.00244724;0.886234;0
-1.14172,-0.679071,-0.679071;-0.819788;1
0.731045,-0.520996,-0.520996;-0.761007;0
0.539583,1.79409,1.79409;1.52625;0
1.79142,2.22285,2.22285;1.95014;1
0.242655,0.309832,0.309832;0.291473;0
-1.15001,-1.45208,-1.45208;1.68131;1
-1.90602,0.286305,0.286305;-2.75782;0
-1.02935,-0.309904,-0.309904;-1.95213;1
-0.419402,0.660083,0.660083;2.10671;1
0.900503,-1.43877,-1.43877;1.24056;0
0.603095,1.4355,1.4355;1.08329;1
-0.626385,-0.560746,-0.560746;-0.827319;0
-1.08697,1.35451,1.35451;-1.51077;0
0.870133,-1.30587,-1.30587;-1.44955;1
0.799558,-0.05447,-0.05447;1.21734;1
0.883506,0.855423,0.855423;0.553693;1
-0.111551,-1.60299,-1.60299;0.837751;1
0.755553,-0.594053,-0.594053;1.27203;0
0.178831,-0.13557,-0.13557;-0.195138;0
-0.169721,0.0867364,0.0867364;0.924312;1
1.23092,0.79121,0.79121;2.33385;0
1.21874,1.10127,1.10127;2.68033;1
-1.08867,0.348102,0.348102;-0.652873;0
-0.484735,-0.200988,-0.200988;0.160938;0
-1.19609,-0.446487,-0.446487;1.7266;1
-1.67351,0.53728,0.53728;4.16329;1
1.91254,-0.758602,-0.758602;-1.09834;1
0.0847731,-0.108679,-0.108679;1.53633;1
0.296462,-0.457859,-0.457859;-1.62629;1
-0.68063,0.729506,0.729506;-0.370473;0
-2.19261,-0.261879,-0.261879;-3.19848;0
-0.694344,-0.654982,-0.654982;-1.05889;0
-0.791508,0.177694,0.177694;1.2087;1
0.402083,-0.886177,-0.886177;-0.156005;1
-0.0459043,-1.36002,-1.36002;0.0553386;1
1.3028,0.75985,0.75985;0.964418;1
-1.77388,-1.74974,-1.74974;-3.01139;0
-0.893777,0.987614,0.987614;0.44392;1
-0.892727,-1.25058,-1.25058;-0.834806;1
-0.232934,0.224123,0.224123;1.47911;1
-0.355157,-0.319534,-0.319534;0.216002;0
1.6272,0.594532,0.594532;2.66329;0
-1.79705,1.28002,1.28002;0.660117;1
0.920801,-0.156933,-0.156933;-1.22895;1
1.62088,-0.39014,-0.39014;1.80232;0
-0.341768,-0.69793,-0.69793;-1.0132;1
0.294978,0.621727,0.621727;0.361149;1
1.34228,-0.77718,-0.77718;0.999774;0
-0.629029,0.470264,0.470264;0.510796;1
-0.522635,0.853025,0.853025;2.4215;1
-0.488415,-0.375233,-0.375233;-1.41888;1
-0.857871,-0.512135,-0.512135;-3.03236;1
1.56571,1.36456,1.36456;2.87396;0
0.0911275,-0.0671457,-0.0671457;2.19495;0
2.97102,-0.128385,-0.128385;0.85174;0
-0.810661,1.53027,1.53027;-1.53342;1
-0.626686,-0.924861,-0.924861;-0.072055;1
-0.948615,-0.381059,-0.381059;0.341673;1
0.178003,0.985506,0.985506;0.062699;0
1.20988,-1.30504,-1.30504;1.11004;0
0.0129288,-0.688435,-0.688435;-2.13717;1
0.309773,-0.918334,-0.918334;-1.06388;0
-1.52097,0.244548,0.244548;-0.204031;0
-1.63571,-0.777733,-0.777733;-3.90965;0
1.63225,0.502255,0.502255;1.86958;0
0.520069,0.364436,0.364436;-0.336777;1
0.746569,0.00529062,0.00529062;-0.568133;0
0.562838,-0.664735,-0.664735;-0.498098;0
-0.127067,1.38256,1.38256;-0.422362;0
0.199097,-0.332589,-0.332589;0.657882;1
0.0405647,-0.116031,-0.116031;-0.138477;0
-2.4053,0.908338,0.908338;0.245754;1
0.999005,-1.24654,-1.24654;-2.76726;1
1.30515,-0.701195,-0.701195;0.936938;0
-0.0700324,1.12587,1.12587;2.30673;1
1.34416,-0.300604,-0.300604;-0.366531;0
-0.0878079,-0.271893,-0.271893;-2.82713;1
-1.86481,-1.33691,-1.33691;-1.63636;0
0.127787,-1.43514,-1.43514;1.11211;0
-0.127976,-0.712091,-0.712091;0.0767084;0
1.23665,0.605586,0.605586;1.14033;0
-1.04455,0.133457,0.133457;-0.391084;1
-0.767846,1.07682,1.07682;-0.138144;0
-0.856994,-0.176108,-0.176108;-2.11777;0
-1.54446,-2.17086,-2.17086;-0.620719;0
0.156518,0.512403,0.512403;1.28427;1
-0.233185,0.707114,0.707114;2.67165;0
0.646285,0.484924,0.484924;1.94543;1
-2.1962,-0.172132,-0.172132;0.544423;1
0.703973,-0.431645,-0.431645;-2.23997;1
0.60493,1.06218,1.06218;-0.209355;1
0.715467,0.942812,0.942812;1.07357;1
-0.126333,-1.61629,-1.61629;1.09454;0
0.772281,-0.0214225,-0.0214225;0.995371;1
-1.60383,-0.489315,-0.489315;-3.46313;1
-0.891923,0.506267,0.506267;-1.18322;0
-0.839861,0.746923,0.746923;1.1941;1
0.533463,-1.99749,-1.99749;1.89498;0
-1.41775,-1.62988,-1.62988;-0.132751;1
0.267237,0.244295,0.244295;1.19934;0
0.885387,-0.846781,-0.846781;2.14158;0
1.94175,0.0246383,0.0246383;-0.375657;1
1.44863,-1.05317,-1.05317;-1.01316;1
0.482989,-0.136982,-0.136982;0.214828;1
1.12396,-1.83264,-1.83264;0.0357168;1
0.277155,-0.708551,-0.708551;0.28162;0
-0.0350664,-2.41032,-2.41032;-0.583777;0
0.399083,-0.560053,-0.560053;0.691029;1
1.63641,-1.56596,-1.56596;-1.69045;1
-0.548917,-0.804819,-0.804819;0.588056;1
-0.28139,-0.952919,-0.952919;2.07677;0
-0.43709,-1.04906,-1.04906;-0.599884;1
0.670275,0.154414,0.154414;0.913658;0
-0.399269,-0.956561,-0.956561;1.06266;0
-0.146279,-0.458874,-0.458874;2.47813;1
0.315595,-0.249894,-0.249894;0.757495;0
1.20745,-0.0066893,-0.0066893;0.691482;0
0.122846,-0.479275,-0.479275;-1.21391;0
-0.543927,0.148244,0.148244;0.148567;1
0.513687,-0.574091,-0.574091;-0.198192;0
-0.0885115,0.367525,0.367525;1.0841;1
-1.5076,-0.269528,-0.269528;1.87795;1
0.929399,0.529058,0.529058;-0.401631;0
-0.049306,0.202518,0.202518;-0.892437;0
1.40699,0.443979,0.443979;0.86314;1
-0.966494,0.131551,0.131551;-1.99729;1
-0.197855,0.935122,0.935122;-0.305262;1
-0.238735,-0.556282,-0.556282;-0.589104;1
-0.755778,0.158214,0.158214;-0.932862;0
0.560031,-0.0471122,-0.0471122;0.592929;1
-0.916321,1.41117,1.41117;0.215016;0
2.17052,1.12329,1.12329;4.19975;0
0.496727,-0.620938,-0.620938;1.40503;0
-0.925663,-1.44256,-1.44256;-0.803152;0
0.812226,0.405412,0.405412;-0.621606;0
-0.395733,-0.761969,-0.761969;-1.7676;0
0.727727,1.64036,1.64036;1.58944;1
-1.0673,2.04741,2.04741;-0.676978;0
0.35505,-0.635342,-0.635342;-0.439201;1
1.0472,0.416815,0.416815;-0.625994;0
1.1507,0.0459713,0.0459713;1.42756;0
0.0754705,0.555166,0.555166;-0.74339;1
-0.182391,-0.156362,-0.156362;-0.092902;0
-0.36681,-1.00758,-1.00758;-0.165568;1
0.35743,1.43731,1.43731;0.967895;1
-2.3711,1.28038,1.28038;-0.230776;1
0.244832,-0.605356,-0.605356;0.238725;1
-1.49995,0.12054,0.12054;-1.11108;0
-0.193054,-0.32337,-0.32337;-0.706589;0
0.136615,0.584558,0.584558;-0.871402;0
-1.64228,-0.411068,-0.411068;1.28242;1
1.29084,-0.987741,-0.987741;-1.61835;1
0.287561,0.437779,0.437779;1.49808;1
-1.81235,-0.276312,-0.276312;0.274492;1
1.03935,1.13815,1.13815;-0.115437;0
0.0277439,1.59421,1.59421;3.90527;1
-0.687806,-1.04674,-1.04674;-2.27773;0
-0.816422,1.02681,1.02681;1.69188;1
0.622326,1.13949,1.13949;-1.50828;0
0.40776,1.08423,1.08423;-0.332655;1
1.07143,0.994597,0.994597;1.75743;0
-1.36562,0.396665,0.396665;-1.24841;0
-0.810776,-1.25103,-1.25103;1.29747;1
-0.641423,-1.06028,-1.06028;-1.8491;1
-2.27073,-0.467046,-0.467046;1.46023;1
0.606192,-0.012604,-0.012604;1.00344;1
0.432192,-1.14966,-1.14966;-0.397458;1
0.552301,-0.322577,-0.322577;0.86415;0
0.228006,-1.34572,-1.34572;-1.18831;1
-0.157455,0.339168,0.339168;-0.170935;1
1.86115,-1.10021,-1.10021;-0.767422;1
0.773491,-1.09111,-1.09111;-1.28868;0
-0.377965,0.697738,0.697738;0.639264;1
1.67267,0.526147,0.526147;0.891864;1
-0.752619,0.0599924,0.0599924;-1.8254;0
1.92391,0.632948,0.632948;0.465113;1
-1.39691,0.544288,0.544288;1.42912;1
-0.614223,-0.34534,-0.34534;-1.37721;1
0.592041,0.249702,0.249702;-1.07132;1
0.31014,-0.430457,-0.430457;-3.65016;1
0.646658,1.96994,1.96994;3.7356;1
-0.540997,-0.629317,-0.629317;2.39577;1
0.0431966,-0.330204,-0.330204;-2.48142;1
-0.489744,0.615264,0.615264;1.78408;1
-1.50142,-1.2141,-1.2141;0.525398;1
1.11544,-0.757507,-0.757507;-1.21026;1
0.27703,-1.79239,-1.79239;-0.621125;0
1.2416,-0.121472,-0.121472;-1.4807;1
1.14513,-0.460797,-0.460797;0.717671;0
1.57739,0.0845506,0.0845506;0.143759;0
3.23568,0.300986,0.300986;3.33769;0
1.7114,-0.642937,-0.642937;1.68098;0
-0.64137,1.25525,1.25525;0.114488;1
-0.729182,-0.170414,-0.170414;1.72637;0
-1.89561,0.948884,0.948884;1.55923;1
0.576971,0.494436,0.494436;0.87477;0
-1.52622,-0.89157,-0.89157;-1.7481;0
-0.176146,1.50551,1.50551;-0.500653;0
0.868209,-0.606837,-0.606837;1.40071;1
-0.19735,2.17309,2.17309;-0.587046;0
0.788219,-0.759128,-0.759128;-0.490007;1
0.941526,0.853625,0.853625;1.87462;0
-0.634956,-0.969264,-0.969264;-0.480439;1
1.03488,3.55262,3.55262;2.70307;1
-0.717994,-1.39408,-1.39408;0.427978;1
-1.09849,1.45722,1.45722;1.6245;1
0.802308,0.839449,0.839449;0.27951;0
0.448731,-1.82858,-1.82858;-2.52376;1
0.899051,-0.816069,-0.816069;0.468303;0
0.370628,0.624804,0.624804;2.76934;1
-1.21405,-0.360635,-0.360635;-1.1451;0
-0.985027,-0.725405,-0.725405;-1.3468;0
-0.161846,1.3312,1.3312;-0.264891;0
-0.00974212,0.526955,0.526955;-1.66233;0
0.962347,-0.642398,-0.642398;-1.16927;1
0.541522,-1.63431,-1.63431;2.73423;0
1.47929,0.575172,0.575172;-0.597746;1
-0.42912,-1.64278,-1.64278;1.83674;0
0.465005,-0.415897,-0.415897;0.569547;0
-0.327133,-0.0926701,-0.0926701;-1.16373;1
-1.30071,-0.0914654,-0.0914654;-2.32372;1
0.796014,1.31155,1.31155;0.721638;1
-0.889003,0.334119,0.334119;-1.25833;0
-0.516117,-0.3062,-0.3062;-0.0039075;1
-0.0826578,0.519738,0.519738;-0.170783;0
-0.634608,-0.626781,-0.626781;-0.45436;0
-0.116127,-0.481658,-0.481658;1.65341;0
-0.61855,0.264625,0.264625;2.06447;1
-0.0124453,0.822782,0.822782;0.0597067;0
0.0405296,-1.14993,-1.14993;-0.178565;0
0.804072,0.390536,0.390536;0.824678;0
-1.5851,-1.58003,-1.58003;0.593095;1
-1.98547,-0.359247,-0.359247;-1.1737;1
-0.334468,-0.0334367,-0.0334367;0.942166;1
-0.414158,-1.17533,-1.17533;-0.895964;1
-0.584744,-0.397403,-0.397403;-0.810183;0
-0.0497867,-0.200225,-0.200225;-1.40693;0
0.129236,-0.248086,-0.248086;-0.174256;1
-0.689446,1.62033,1.62033;2.57216;1
0.144648,-0.166009,-0.166009;-1.39058;0
-0.310743,1.22812,1.22812;2.24454;1
1.12289,-0.358236,-0.358236;1.96267;0
0.791319,0.196123,0.196123;0.0788393;1
-0.939904,1.40908,1.40908;2.79734;1
1.05801,-0.29677,-0.29677;-0.221218;0
0.316288,-1.73747,-1.73747;-2.23491;1
-0.946635,-1.45179,-1.45179;-0.39351;0
-1.84739,0.238977,0.238977;0.39896;1
0.644947,0.844321,0.844321;1.88809;0
0.885891,-0.375857,-0.375857;-1.65774;0
-0.187057,0.438773,0.438773;0.433941;1
0.144972,2.00232,2.00232;3.35646;1
0.347965,0.790647,0.790647;-0.513156;1
-0.141325,0.429811,0.429811;-0.918758;1
-0.538491,0.0745082,0.0745082;1.48592;1
-0.411489,1.1987,1.1987;-0.214457;0
0.479346,-1.68181,-1.68181;-0.650711;1
1.46357,0.986989,0.986989;0.245308;0
-0.905875,-0.801744,-0.801744;-0.051259;1
0.201989,-0.742185,-0.742185;1.1624;1
-0.437286,0.708711,0.708711;-3.68083;0
0.294824,-0.0501612,-0.0501612;1.46419;0
-0.232123,-0.368785,-0.368785;0.516327;0
1.99972,-0.086017,-0.086017;-1.22754;1
-1.80319,0.236161,0.236161;0.299705;1
0.38893,0.677952,0.677952;0.335879;0
1.97276,0.707209,0.707209;-0.99244;1
1.28037,0.159795,0.159795;3.15977;1
1.14548,0.679162,0.679162;1.89037;1
-2.1585,1.80648,1.80648;-0.34946;0
-1.31011,1.16148,1.16148;2.42739;1
-0.0292099,1.8048,1.8048;-1.39413;0
0.0817318,-1.23166,-1.23166;-1.9124;1
-0.858209,-0.405852,-0.405852;-1.91887;0
0.0487105,0.985705,0.985705;-1.08613;0
1.50182,0.632615,0.632615;2.6625;1
-0.78954,-0.322073,-0.322073;-0.484088;0
-1.35088,-0.113191,-0.113191;-0.216315;1
0.224661,-0.474634,-0.474634;-0.0803968;0
0.140384,-0.866972,-0.866972;-0.876964;1
-0.0904117,-1.14048,-1.14048;-0.383713;1
-0.111209,0.00674849,0.00674849;-2.06216;0
-1.24999,0.327337,0.327337;0.610296;1
0.236092,2.46026,2.46026;-0.209113;0
-1.5488,-0.229966,-0.229966;0.226926;1
1.3643,0.724583,0.724583;0.638498;0
2.05168,0.0900581,0.0900581;-0.181226;1
0.424387,0.691995,0.691995;0.956554;0
0.219967,-1.1075,-1.1075;2.24422;0
2.14539,-1.00702,-1.00702;-1.69681;1
-0.469104,-0.574489,-0.574489;-2.10194;1
-1.75042,0.61521,0.61521;-1.89469;0
0.437421,1.22133,1.22133;2.99299;1
-1.05886,0.0661381,0.0661381;-0.00385196;1
0.842286,-1.27241,-1.27241;-1.86532;1
0.504937,0.211594,0.211594;0.509448;1
1.44597,0.617073,0.617073;1.66465;1
1.13769,1.36218,1.36218;3.72002;1
1.29036,1.59342,1.59342;0.458942;1
0.42927,1.05817,1.05817;5.18854;1
1.47012,-1.38705,-1.38705;-2.65872;1
0.316395,1.37301,1.37301;-0.758674;1
-0.495553,-0.0765687,-0.0765687;-1.41444;0
0.0147362,-0.169712,-0.169712;-0.00383589;1
-0.179376,0.979927,0.979927;0.329595;1
-0.524145,-0.912033,-0.912033;0.744509;0
-0.511475,0.779965,0.779965;2.06216;0
0.605509,-0.473456,-0.473456;1.91895;0
1.6786,-0.409433,-0.409433;1.11744;0
0.952612,0.0182676,0.0182676;0.942448;1
0.838103,0.990081,0.990081;1.56573;1
0.0507332,0.864873,0.864873;0.398794;1
-0.121028,-0.352771,-0.352771;-0.114446;0
0.221753,-0.0292571,-0.0292571;0.567239;0
0.288025,-0.190438,-0.190438;0.324633;0
-0.971015,0.759311,0.759311;0.285721;1
0.801305,1.06365,1.06365;-0.732342;0
0.0122529,-0.283263,-0.283263;0.869711;1
0.669455,-0.0730681,-0.0730681;0.970019;0
0.384709,-0.0743844,-0.0743844;-0.302418;1
0.621736,0.595099,0.595099;2.29855;1
0.0151767,0.236169,0.236169;-2.07956;1
-0.446854,-0.397259,-0.397259;1.47214;1
-0.649138,-0.437996,-0.437996;-3.10363;1
-0.132033,0.655509,0.655509;-0.255173;0
-1.34899,-0.123961,-0.123961;0.0854866;1
0.455459,-1.65866,-1.65866;1.48148;0
-1.87,0.539999,0.539999;0.521344;1
-0.145191,0.141335,0.141335;-0.615251;0
-1.91905,-1.53141,-1.53141;-0.34732;1
0.487359,-1.23014,-1.23014;-0.841351;1
1.73182,-0.0144769,-0.0144769;-0.431274;1
0.750725,-0.02453,-0.02453;-0.0562617;1
0.498673,-0.0983874,-0.0983874;0.996301;0
1.51501,1.40176,1.40176;1.27909;0
0.677777,0.728313,0.728313;-0.45209;0
0.689067,0.367986,0.367986;0.43578;0
0.340143,1.54541,1.54541;0.310162;1
-0.408379,1.00119,1.00119;-1.66179;0
0.555405,-0.939904,-0.939904;-0.206451;0
0.889478,-0.063405,-0.063405;0.182886;1
0.759239,-0.664775,-0.664775;0.277817;0
0.0543403,-0.0599279,-0.0599279;0.876592;1
-1.0829,2.14794,2.14794;1.74077;1
1.20203,1.84008,1.84008;1.58887;1
-0.136148,-1.77657,-1.77657;1.97514;0
-0.260595,-0.706875,-0.706875;0.312195;0
-1.29073,0.499239,0.499239;-0.962485;0
0.262851,-1.78722,-1.78722;0.0371402;0
0.30138,0.233029,0.233029;-1.33368;1
1.20965,-1.74509,-1.74509;0.940833;0
-0.117197,0.74188,0.74188;1.79506;1
-0.685272,0.143463,0.143463;-1.24355;0
1.49378,-0.377765,-0.377765;-0.0504675;0
0.150377,-0.486759,-0.486759;2.89562;1
-0.0413067,0.936865,0.936865;2.60133;1
-1.59946,0.362046,0.362046;0.299206;1
-1.53425,0.56548,0.56548;-1.41558;0
0.212642,-2.53847,-2.53847;-2.68709;1
0.570711,-0.723207,-0.723207;-1.09907;0
-0.663775,0.410302,0.410302;-1.25377;0
-2.0964,0.864378,0.864378;-1.34139;0
-0.0252997,-1.3039,-1.3039;0.164036;0
-0.718571,-0.107221,-0.107221;-2.25702;1
1.28112,-1.26302,-1.26302;2.64519;0
-0.380133,-0.81525,-0.81525;-0.972682;1
-0.447077,0.373035,0.373035;-1.49092;0
0.0907313,1.15287,1.15287;1.22382;1
-0.834177,-1.09182,-1.09182;-0.556588;0
-0.844346,0.911458,0.911458;-2.95675;0
-1.01592,1.37536,1.37536;0.548529;0
0.763668,0.150195,0.150195;-0.126269;1
-0.377349,0.314056,0.314056;3.73328;1
-1.41679,1.17383,1.17383;1.02442;1
2.17955,1.37536,1.37536;-0.953532;0
-1.26931,-0.191602,-0.191602;-0.322898;0
0.526835,0.403369,0.403369;0.186535;1
0.135033,-0.0841668,-0.0841668;-1.227;1
-1.27187,-0.143273,-0.143273;-0.457197;1
-0.155524,0.560709,0.560709;-1.52569;0
-0.606923,1.40738,1.40738;-2.34681;0
-0.36214,-0.5894,-0.5894;1.75679;0
0.208711,0.808778,0.808778;2.33107;1
-0.615396,-1.09007,-1.09007;-1.31421;0
-1.87352,0.468088,0.468088;-1.1593;1
0.150523,-1.7036,-1.7036;-0.105188;0
-0.170285,-0.0883812,-0.0883812;1.30128;1
-0.276991,-0.662112,-0.662112;1.25777;1
-0.440254,0.599049,0.599049;1.87363;1
0.647835,-1.14398,-1.14398;0.240395;0
0.772777,-1.14065,-1.14065;-2.46124;1
-1.42143,-0.324475,-0.324475;-4.08611;0
1.11748,-1.88136,-1.88136;0.202983;1
0.0102821,-1.30128,-1.30128;-1.1011;1
1.63238,0.145083,0.145083;0.368144;1
0.176273,-1.55009,-1.55009;0.798319;1
2.14948,0.557202,0.557202;0.590503;1
-0.127163,-2.04039,-2.04039;0.185133;0
-0.807869,0.221961,0.221961;3.27094;1
-0.605609,-0.88144,-0.88144;-1.92388;0
-0.645601,-1.69656,-1.69656;-2.67121;1
2.38677,1.69164,1.69164;2.36538;0
0.892086,0.461866,0.461866;-0.245748;0
0.527694,-0.11987,-0.11987;-0.309535;1
-1.07272,-1.64125,-1.64125;0.248761;1
1.41224,-0.0477001,-0.0477001;2.52601;0
0.790229,-0.248329,-0.248329;2.52909;0
-0.349601,0.683414,0.683414;1.2292;1
0.96376,1.22332,1.22332;1.94389;1
-1.67415,1.18382,1.18382;0.476809;1
0.722064,-0.171393,-0.171393;1.28075;1
0.274173,-0.189838,-0.189838;-0.663902;1
0.593954,0.864381,0.864381;0.801238;1
0.470036,0.109847,0.109847;-0.261139;0
-0.201756,0.492921,0.492921;3.0433;1
-0.152308,-1.22711,-1.22711;-1.55909;1
